사업번호,사업명,문서_소관기관,소관기관_정규화,분야_정규화,부문_정규화,프로그램_정규화,회계기금_정규화,지원형태_정규화,예산2026_통합_백만원,예산2026_통합_억원,2026열1_라벨,2026열2_라벨,2026열1_백만원,2026열2_백만원,내역사업_건수,사업시행방법,사업시행주체
518,해양배터리 특화 데이터 허브 플랫폼 구축 기술 개발,해양수산부,해양수산부,교통 및 물류,물류 등 기타,해양산업 육성 및 영토관리,지역균형발전 특별회계,출연,2000.0,20.0,정부안,확정(B),2000.0,2000.0,1,출연(국고 100%),-
519,해양수산 신산업 육성 및 기업 투자유치 지원,해양수산부,해양수산부,교통 및 물류,물류 등 기타,해양산업 육성 및 영토관리,지역균형발전 특별회계,"직접, 출연, 보조",16185.0,161.85,정부안,확정(B),16185.0,16185.0,4,"직접수행, 출연, 민간위탁, 자치단체자본보조","해양수산부, 해양수산과학기술진흥원, 한국해양수산개발원, 부산시"
520,해양수산융합형전문인력양성 사업(R&D),해양수산부,해양수산부,교통 및 물류,물류 등 기타,해양수산연구개발,일반회계,출연,3700.0,37.0,정부안,확정(B),3700.0,3700.0,2,출연(기업참여 시 총사업비의 3/4이내 정부 매칭),해양수산부(전문기관: 해양수산과학기술진흥원)
521,해양자원탐사를 위한 무인체계 기술개발(R&D),해양수산부,해양수산부,교통 및 물류,물류 등 기타,해양산업 육성 및 영토관리,일반회계,출연,2100.0,21.0,정부안,확정(B),2100.0,2100.0,1,출연,"(전문기관) 해양수산과학기술진흥원, (내역사업 주관) 미정"
522,공공데이터 개방 및 이용활성화 지원(정보화),행정안전부,행정안전부,일반·지방행정,정부자원관리,전자정부,일반회계,"직접, 출연",40662.0,406.62,요구안,본예산(B),40662.0,40662.0,1,"직접수행, 출연, 위탁","행정안전부, 한국지능정보사회진흥원, 한국지역정보개발원"
523,공공부문 AI 서비스 지원,행정안전부,행정안전부,일반·지방행정,정부자원관리,전자정부,일반회계,출연,20608.0,206.08,요구안,본예산(B),20608.0,20608.0,1,출연,한국지능정보사회진흥원
524,과학수사감정지원,행정안전부,행정안전부,공공질서 및 안전,경찰,과학수사,일반회계,직접,12843.0,128.43,요구안,본예산(B),12843.0,12843.0,1,직접수행,행정안전부 국립과학수사연구원
525,데이터기반행정활성화 (정보화),행정안전부,행정안전부,일반·지방행정,정부자원관리,전자정부,일반회계,"직접, 출연",10478.0,104.78,요구안,본예산(B),14506.0,10478.0,1,"직접수행, 출연, 위탁","행정안전부, 한국지능정보사회진흥원, 한국지역정보개발원"
526,드론·SAR및디지털트윈연계 급경사지위험성분석기술개발 (R&D),행정안전부,행정안전부,공공질서 및 안전,재난관리,재난안전기술개발,일반회계,출연,2600.0,26.0,요구안,본예산(B),2600.0,2600.0,1,출연,행정안전부 (한국산업기술기획평가원)
527,범정부 인공지능 공통기반 구현(정보화),행정안전부,행정안전부,일반·지방행정,정부자원관리,전자정부,일반회계,출연,7371.0,73.71,요구안,본예산(B),7958.0,7371.0,1,출연,"행정안전부, 한국지능정보사회진흥원"
528,재난 및 안전관리 연구개발(R&D),행정안전부,행정안전부,공공질서 및 안전,재난관리,재난안전기술개발,일반회계,출연,26766.0,267.66,요구안,본예산(B),26766.0,26766.0,1,출연,행정안전부(한국산업기술기획평가원)
529,재난안전 AI 관제체계 및 데이터 구축(정보화),행정안전부,행정안전부,공공질서 및 안전,재난관리,재난안전정보화,일반회계,직접,12369.0,123.69,요구안,본예산(B),12369.0,12369.0,1,"직접수행, 민간위탁","행정안전부(한국지역정보개발원, NIA 등 전문기관 위탁)"
530,재난안전부처협력기술개발(R&D),행정안전부,행정안전부,공공질서 및 안전,재난관리,재난안전기술개발,일반회계,출연,18925.0,189.25,요구안,본예산(B),18925.0,18925.0,1,출연,"한국산업기술기획평가원, 한국연구재단, (재)범부처방역연계감염병 연구개발재단, 정보통신기획평가원"
531,전자문서소통시스템(정보화),행정안전부,행정안전부,일반·지방행정,정부자원관리,정부혁신조직,일반회계,직접,26152.0,261.52,요구안,본예산(B),28040.0,26152.0,5,"직접수행, 위탁",행정안전부
532,(정보보호인프라확충(정보화)),행정안전부,행정안전부,일반·지방행정,지방행정·재정지원,전자정부,일반회계,"직접, 출연, 보조",19514.0,195.14,요구안,본예산(B),23054.0,19514.0,5,"민간위탁, 출연","(주관기관) 행정안전부 (참여기관) (출연)한국인터넷진흥원, (민간위탁)한국지역정보개발원, (민간위탁)한국조폐공사"
533,행정서비스통합포털운영(정보화),행정안전부,행정안전부,일반·지방행정,정부자원관리,전자정부,일반회계,직접,22524.0,225.24,요구안,본예산B),21780.0,22524.0,1,직접수행,행정안전부
